"Name","Event Type","Description","Contact URL","Booking URL","Contact Phone Number","Booking Phone Number","Venue Name","Address","County","Latitude","Longitude","Is Free To Visit","Price","Start Date","End Date","Start Time","End Time","Recurring Dates"
"Marty Mone","Event","Once been described by Her.ie: “The Most Irish Song Ever Written Has Been Released And It’s Surprisingly Catchy”, for his song Slip The Clutch and from Today FM’s very own Dermot & Dave “Has Marty Mone Channelled his inner Picture This” of his song “Better Than A dream”, Marty continues to receive notable mentions in both print and digital media outlets for his honest approach to music.

Readers are advised to check with the venue before relying on the details published here. ","https://www.inec.ie/gigs/marty-mone/","https://www.ticketmaster.ie/marty-mone-co-kerry-29-11-2024/event/180061157C6509DA?_ga=2.112239491.680213765.1726064744-533695866.1726064744","00353646671555","00353646671555","Gleneagle INEC Arena","Gleneagle INEC Arena, Muckross Rd, Poulnamuck, Killarney, Kerry","Kerry","52.04446599999999","-9.502486","No","31.25","29/11/2024","29/11/2024",,,"No"
"David McSavage - McSavage Rules","Event","THE RULES: 1. When you’re young, fail at everything. 2. Ensure people around you think you’re s**t. 3. Build up seething resentments towards these people for decades. 4. Drink a lot. 5. Use aforementioned resentments as motivation for creativity and drive. 6. Never become too successful. 

This hilarious show will help you learn how to be an outsider, own nothing, be poor, and be hated, but you will have integrity if nothing else.

Readers are advised to check with the venue before relying on the details published here. ","https://www.inec.ie/gigs/david-mcsavage-savage-rules/","https://www.ticketmaster.ie/david-mcsavage-mcsavage-rules-co-kerry-22-11-2024/event/180060F399521E2C?_gl=1*1rt39fj*_ga_NLC0K822NX*MTcyNjA2NDE2OC4yLjEuMTcyNjA2NDE3MS41Ny4wLjA.&_ga=2.245217037.90997289.1726064162-427986492.1726064162","00353646671555","00353646671555","Gleneagle INEC Arena","Gleneagle INEC Arena, Muckross Rd, Poulnamuck, Killarney, Kerry","Kerry","52.04446599999999","-9.502486","No","31.25","22/11/2024","22/11/2024",,,"No"
"The Celtic Tenors","Event","The Celtic Brothers’ passion for singing and performing, combined with a genuine closeness, stems from a childhood filled with music and singing, a love they carried with them throughout their formative years into adulthood, a gift given to them by musical parents who also had a touring band. The international singing sensations have performed in Ireland, the UK and America. 

The brothers have developed a very casual banter and delivery during their live shows which are complemented with laughter especially when the oldest brother in the pack, Richie, recalls anecdotal stories of them growing up as children.

Readers are advised to check with the venue before relying on the details published here. ","https://www.inec.ie/gigs/the-celtic-tenors-coming-home/","https://www.ticketmaster.ie/the-celtic-tenors-coming-home-co-kerry-17-11-2024/event/1800611580F30E98?_ga=2.156381627.1057695150.1726063624-1901296751.1726063624","00353646671555","00353646671555","Gleneagle INEC Arena","Gleneagle INEC Arena, Muckross Rd, Poulnamuck, Killarney, Kerry","Kerry","52.04446599999999","-9.502486","No","36.90","17/11/2024","17/11/2024",,,"No"
"A Christmas Carol","Event","A Christmas Carol is Aaron Monaghan and Bryan Burroughs’ playful, physical storytelling, stage adaptation of Charles Dickens’ much loved novella.

Devised straight from Dickens’ classic text, the two award-winning actors – dressed in snazzy suits – play all the characters at break-neck speed using an array of colourful hats, scarves and an Ikea coat-rack!

The famous cautionary tale tells the story miserly Ebenezer Scrooge as he is visited by ghosts who take him on a journey through his past, present and future on one fateful Christmas Eve.

This production is funny, slightly scary, utterly heart-warming and features a surprise special guest appearing as Tiny Tim…

Recommended age: 6+","https://backstage.ie/events/a-christmas-carol-2/","https://backstage.ticketsolve.com/ticketbooth/shows/1173655881","00353433347888","00353433347888","Backstage Theatre","Backstage Theatre, Farneyhoogan, Farranyoogan, Longford","Longford","53.7155877","-7.7996963","No","10","15/12/2024","15/12/2024",,,"No"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","14/12/2024","14/12/2024","20:00",,"Yes"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","13/12/2024","13/12/2024","20:00",,"Yes"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","12/12/2024","12/12/2024","20:00",,"Yes"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","19/12/2024","19/12/2024","20:00",,"Yes"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","16/12/2024","16/12/2024","20:00",,"Yes"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","15/12/2024","15/12/2024","20:00",,"Yes"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","09/12/2024","09/12/2024","20:00",,"Yes"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","05/12/2024","05/12/2024","20:00",,"Yes"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","02/12/2024","02/12/2024","20:00",,"Yes"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","01/12/2024","01/12/2024","20:00",,"Yes"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","08/12/2024","08/12/2024","20:00",,"Yes"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","07/12/2024","07/12/2024","20:00",,"Yes"
"Christmas Twinkling Lights Trip","Event","Hop on board this festive season and see Dublin’s Fair City in all its sparkling splendour. Indulge in a festive afternoon tea (think mince pies and our delicious Christmas sandwich) while taking in the twinkling lights and installations on iconic buildings such as GPO, City Hall, Trinity College and so much more.

Listen to your favourite Christmas songs and hear stories of Dublin as we pass by. It’s not a fully guided tour so plenty of time to chat and be merry amongst yourselves.

Tea, coffee and hot chocolate will be on hand as well as a special new menu item, exclusive to our Lights Trip, which is bound to warm you up…

Readers are advised to check with the organiser before relying on the details published here. ","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","https://www.vintageteatrips.ie/christmas-twinkling-lights-trip/","0035312551777","0035312551777","Vintage Tea Trips","Vintage Tea Trips, Stephen Court, 20-22 St Stephen's Green, Dublin, Dublin","Dublin","53.3393024","-6.257539599999999","No","60","06/12/2024","06/12/2024","20:00",,"Yes"
"Rapunzel - The Helix Panto 2024","Event","Produced as always by TheatreworX Productions, ""Rapunzel,"" promises to bring you everything that you can expect from the most magical Panto in Dublin! Join Lola, Buddy, Laurel along with a host of new colourful characters as they untangle a fresh new adventure filled with non-stop laughs and exciting twists and turns, guaranteed to keep the entire family on the edge of their seats!

Dates, times & ticket prices vary, see The Helix website for full details.

Readers are advised to check with the venue before relying on the details published here.","https://thehelix.ie/what-s-on/all-events/the-helix-panto-2024-rapunzel/","https://thehelix.ticketsolve.com/ticketbooth/shows/1173654759/events/428655755","0035317007000","","The Helix","The Helix, Collins Ave, Whitehall, Dublin","Dublin","53.3864373","-6.259149400000001","No","28.50","23/12/2024","23/12/2024","20:00",,"Yes"
"Rapunzel - The Helix Panto 2024","Event","Produced as always by TheatreworX Productions, ""Rapunzel,"" promises to bring you everything that you can expect from the most magical Panto in Dublin! Join Lola, Buddy, Laurel along with a host of new colourful characters as they untangle a fresh new adventure filled with non-stop laughs and exciting twists and turns, guaranteed to keep the entire family on the edge of their seats!

Dates, times & ticket prices vary, see The Helix website for full details.

Readers are advised to check with the venue before relying on the details published here.","https://thehelix.ie/what-s-on/all-events/the-helix-panto-2024-rapunzel/","https://thehelix.ticketsolve.com/ticketbooth/shows/1173654759/events/428655755","0035317007000","","The Helix","The Helix, Collins Ave, Whitehall, Dublin","Dublin","53.3864373","-6.259149400000001","No","28.50","22/12/2024","22/12/2024","20:00",,"Yes"
"Rapunzel - The Helix Panto 2024","Event","Produced as always by TheatreworX Productions, ""Rapunzel,"" promises to bring you everything that you can expect from the most magical Panto in Dublin! Join Lola, Buddy, Laurel along with a host of new colourful characters as they untangle a fresh new adventure filled with non-stop laughs and exciting twists and turns, guaranteed to keep the entire family on the edge of their seats!

Dates, times & ticket prices vary, see The Helix website for full details.

Readers are advised to check with the venue before relying on the details published here.","https://thehelix.ie/what-s-on/all-events/the-helix-panto-2024-rapunzel/","https://thehelix.ticketsolve.com/ticketbooth/shows/1173654759/events/428655755","0035317007000","","The Helix","The Helix, Collins Ave, Whitehall, Dublin","Dublin","53.3864373","-6.259149400000001","No","28.50","21/12/2024","21/12/2024","20:00",,"Yes"
"Rapunzel - The Helix Panto 2024","Event","Produced as always by TheatreworX Productions, ""Rapunzel,"" promises to bring you everything that you can expect from the most magical Panto in Dublin! Join Lola, Buddy, Laurel along with a host of new colourful characters as they untangle a fresh new adventure filled with non-stop laughs and exciting twists and turns, guaranteed to keep the entire family on the edge of their seats!

Dates, times & ticket prices vary, see The Helix website for full details.

Readers are advised to check with the venue before relying on the details published here.","https://thehelix.ie/what-s-on/all-events/the-helix-panto-2024-rapunzel/","https://thehelix.ticketsolve.com/ticketbooth/shows/1173654759/events/428655755","0035317007000","","The Helix","The Helix, Collins Ave, Whitehall, Dublin","Dublin","53.3864373","-6.259149400000001","No","28.50","29/12/2024","29/12/2024","20:00",,"Yes"
"Rapunzel - The Helix Panto 2024","Event","Produced as always by TheatreworX Productions, ""Rapunzel,"" promises to bring you everything that you can expect from the most magical Panto in Dublin! Join Lola, Buddy, Laurel along with a host of new colourful characters as they untangle a fresh new adventure filled with non-stop laughs and exciting twists and turns, guaranteed to keep the entire family on the edge of their seats!

Dates, times & ticket prices vary, see The Helix website for full details.

Readers are advised to check with the venue before relying on the details published here.","https://thehelix.ie/what-s-on/all-events/the-helix-panto-2024-rapunzel/","https://thehelix.ticketsolve.com/ticketbooth/shows/1173654759/events/428655755","0035317007000","","The Helix","The Helix, Collins Ave, Whitehall, Dublin","Dublin","53.3864373","-6.259149400000001","No","28.50","28/12/2024","28/12/2024","20:00",,"Yes"
